WriterID,Category,Sub-Category,QAID,Article Date,WS Name,Word Count,FSN,Introduction,Product Theme,Flow of Article,Explain Features [in simple terms],Practical Application of Features,Neutral Content,USP,Priority of Features,Sentence Construction,Sub-verb agreement,Missing/ additional/ repeated words,Spelling/ Typo,Punctuation,Formatting Errors,Keyword Variation,Keyword Density,Plagiarism,Mismatch in Specs,CFM Quality,GSEO Quality,Overall Quality,Fatals Count,Non Fatals Count,Introduction,Product Theme,Flow of Article,Explain Features [in simple terms],Practical Application of Features,Neutral Content,USP,Priority of Features,Sentence Construction,Sub-verb agreement,Missing/ additional/ repeated words,Spelling/Typo,Punctuation,Formatting Errors,Keyword Variation,Keyword Density,Plagiarism,Mismatch in Specs,AuditCount
75026,SEO,SEO Big,54660,2015-02-03,Calvin Klein Perfumes,460,SEO,10,9.375,10,10,10,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,98.33%,100.00%,98.75%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
75028,Home Furnishing,Home Furnishing,76749,2015-02-03,Stellar Home USA Printed Double Comforter,102,BLADWZVEPCEECN2V,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
75028,Home Furnishing,Home Furnishing,76749,2015-02-03,Classic ChopnChurn Chopper (Red),94,CPREFXYXHNG56DHC,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76750,Home Furnishing,Home Furnishing,54660,2015-02-03,Polyset Premium 750 ml Bottle,135,BOTDYBT4YYGG4PMY,9.375,9.375,9.375,9.375,9.375,9.375,10,5,2.5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,90.00%,93.75%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76750,Home Furnishing,Home Furnishing,54660,2015-02-03,Bombay Dyeing Polycotton Double Floral Bedsheet,122,BDSDZC6GKZR5VNRG,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76750,Home Furnishing,Home Furnishing,54660,2015-02-03,Home Ecstasy Cotton Single Damask Bedsheet,111,BDSDWMT2PXHKHQVZ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76750,Home Furnishing,Home Furnishing,54660,2015-02-03,Satcap Valance Solid Single Blanket Single Bed,112,BLAEFUKJZNHCS6UU,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
76932,Home Furnishing,Home Furnishing,21031,2015-02-03,"Story @ Home Polycotton Double Floral Bedsheet (2 Pillow Covers, 1 Bedsheet) ",107,BDSDZ4EQZK27TQSH,9.625,9.625,9.625,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,96.00%,100.00%,97.00%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76932,Home Furnishing,Home Furnishing,21031,2015-02-03,Philips Essential B22 14W CFL Bulb (White),70,BLBEF98JG3G3WFHB,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76932,Home Furnishing,Home Furnishing,21031,2015-02-03,"Bombay Dyeing Polycotton Double Printed Bedsheet (2 Pillow Covers, 1 Bedsheet)",104,BDSDZC6GZEM7WZ3K,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76932,Home Furnishing,Home Furnishing,21031,2015-02-03,Bharat SR30X30 4 - Shelf Rack (Stainless Steel),98,RSFEF9G7B4W9XATZ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,2.5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,90.00%,93.75%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76932,Home Furnishing,Home Furnishing,21031,2015-02-03,"Fabhomes Polycotton Double Striped Bedsheet (1 Bedsheet, 2 Pillow Covers) ",90,BDSDZEQMVHDCNCGF,9.625,9.375,9.625,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.67%,100.00%,96.75%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
76932,Home Furnishing,Home Furnishing,21031,2015-02-03,"Ecopro Aurora Watch Box (Red, 3 Watches) ",75,WHBDZRTZS3PFAS9P,9.625,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.33%,100.00%,96.50%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
77584,RPD,Watch,75802,2015-02-03,Titan Analog Watch - For Men,267,WATDH6G2KTBZAZSU,9.375,9.375,9.625,8.75,9.625,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.83%,100.00%,96.13%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
77584,RPD,Watch,75802,2015-02-03,Sonata Analog Watch for women,164,WATDP98GSQ4D3AA7,9.625,9.625,9.625,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,96.00%,100.00%,97.00%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Sleeveless Solid Women's Quilted Jacket,47,JCKE2RNNRCNCZTJK,8.75,8.75,8.75,8.75,8.75,9.375,10,5,2.5,5,2.5,1.25,2.5,2.5,5,No,No,No,90.83%,85.00%,89.38%,0,7,Lacks clarity,Not in line with product theme,Article has a disjoined structure,Multiple sentences required rephrasing ,Practical application of features not explained effectively ,NA,NA,NA,Incorrect sentence structure,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Shift Dress,55,DREE2RNZZF4NMC6Z,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Maxi Dress,56,DREE2RNZGDMEUDC5,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Sheath Dress,61,DREE2RNZZDSFYHZX,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Maxi Dress,45,DREE2RNZUHXGFSGG,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Checkered Casual Shirt,51,SHTE2RNGF2Z3YZSH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Checkered Casual Shirt,53,SHTE2RNGTH5THG6G,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,0,2.5,2.5,5,No,No,No,95.00%,90.00%,93.75%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Women's Printed Casual Shirt,56,SHTE2RNGP4UHUZYZ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,Yes,0.00%,0.00%,0.00%,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Product Specs not matching vendor or FK website. ,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,53,JEAEYUNGZPNXHH8X,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,59,JEAE2RNJHKQRCQUV,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,55,JEAE2RNJA9UDJRPW,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,54,JEAE2RNJZ6GKGEVH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,46,JEAE2RNJPFBHM9P3,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,52,JEAE2RNJJK4H5RH5,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,68,JEAE2RNJNXGNVHZ8,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,51,JEAE2RNJSGYHYDCC,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,54,JEAE2RNJASHYHSC8,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,46,JEAE2RNJHK6GKCUY,8.75,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,Not engaging ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,50,JEAE2RNJ3SFWWEZB,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,57,JEAE2RNJVQNTGBEW,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,55,JEAE2RNJ8Z5YRQJN,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Regular Fit Women's Jeans,41,JEAE2RNJTZYW4NRG,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,41,JEAE2RNJQZG7HYQF,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Skinny Fit Women's Jeans,72,JEAE2RNJB6SJZV5G,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,21031,2015-02-04,Max Striped Round Neck Casual Women's Sweater,47,SWTE2RNH8M8KXYZH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Striped Casual Shirt,51,SHTE2TVDHDQ3GNX9,9.625,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.33%,95.00%,95.25%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Checkered Casual Shirt,53,SHTE2TVD9KFWG2Q2,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Checkered Casual Shirt,50,SHTE2TVENZVB8QFN,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Casual Shirt,51,SHTE2TVEFGHHDYHJ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Casual Shirt,45,SHTE2TVE59MZTANH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Casual Shirt,48,SHTE2TVEGHFZR2YR,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Casual Shirt,47,SHTE2TVERETERYYZ,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Formal Shirt,57,SHTE2TVEPF5AYVZY,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Checkered Formal Shirt,57,SHTE2ZHVVGHHR9YZ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Checkered Formal Shirt,59,SHTE2TVEYHFQUWGN,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,1.25,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect formatting - spacing,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Formal Shirt,57,SHTE2TVEXY4YUHND,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Striped Formal Shirt,55,SHTE2TVEW75V2QJ2,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Striped Formal Shirt,60,SHTE2TVENG8XQHKD,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,1.25,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Excessive use of punctutation,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Self Design Formal Shirt,56,SHTE2TVEVDEJFWNR,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Checkered Formal Shirt,57,SHTE2TVE5FG6JDBG,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,1.25,2.5,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing word,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Formal Shirt,57,SHTE2TVERGN8GGUC,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Men's Solid Formal Shirt,56,SHTE2TVEJJYNVNMT,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Full Sleeve Solid Men's Sweatshirt,49,SWSE2TVKJNCHHNXQ,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,76749,2015-02-04,Max Full Sleeve Printed Men's Sweatshirt,54,SWSE2TVKJRHS5FZD,9.375,9.375,9.375,9.375,9.375,9.375,10,5,2.5,5,2.5,2.5,2.5,2.5,5,No,No,Yes,0.00%,0.00%,0.00%,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Incorrect sentence structure,NA,NA,NA,NA,NA,NA,NA,NA,Product Specs not matching vendor or FK website. ,1
103,Apparel,Clothing,76749,2015-02-04,Max Slim Fit Men's Jeans,53,JEAE2ZHYZPGHDQJH,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,1.25,2.5,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional word,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Slim Fit Men's Jeans,52,JEAE2ZHY537JG3HT,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Solid Men's Sports Shorts,64,SRTE2TVGHAGVQPTX,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Solid Men's Sports Shorts,50,SRTE2TVGQ4TKEAWF,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Regular Fit Men's Trousers,49,TROE2TVNF3XYPDZV,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Regular Fit Men's Trousers,55,TROE2TVN6YRVEGGF,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,95.00%,95.00%,95.00%,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Regular Fit Men's Trousers,46,TROE2TVN99QQAVHK,9.375,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,95.00%,100.00%,96.25%,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Regular Fit Men's Trousers,49,TROE2TVNCXWBZSTE,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,94.17%,95.00%,94.38%,0,2,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Slim Fit Men's Trousers,56,TROE2TVNCH7C79C2,8.75,9.375,9.375,9.375,9.375,9.375,10,5,5,5,2.5,2.5,2.5,2.5,5,No,No,No,94.17%,100.00%,95.63%,0,1,Not engaging ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
103,Apparel,Clothing,54660,2015-02-04,Max Slim Fit Men's Trousers,57,TROE2TVNFJVJXPMJ,9.375,9.375,9.375,8.75,9.375,9.375,10,5,5,5,2.5,1.25,2.5,2.5,5,No,No,No,94.17%,95.00%,94.38%,0,2,NA,NA,NA,Multiple sentences required rephrasing ,NA,NA,NA,NA,NA,NA,NA,Spelling Mistake,NA,NA,NA,NA,NA,NA,1
