BU,Super Category,Category,SubCategory,Vertical,Source,Description Type,Revision Date,Target
Electronics,CE,GamingHardware,GamingAccessory,GamingCover,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingDrum,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingGuitar,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingGun,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingHardDrive,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingHeadset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingKeyboard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingMemoryCard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingMouse,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingMousePad,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingProcessor,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingRemote,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingScreenGaurd,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingSpeaker,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,GamingTravelCase,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,JoystickGamingWheel,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,MotionController,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingAccessory,TVOutCableAccessory,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingComponent,Cooler,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingComponent,GamingCabinet,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingComponent,GamingComponentPowerSupplyUnit,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingComponent,ProcessorCooler,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingConsole,GamingConsole,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,GamingHardware,GamingConsole,HandheldGamingConsole,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Mobile,Mobile,Handset,Handset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,BloodPressureMonitor,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,BodyFatAnalyser,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,DigitalThermometer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,ElectricToothbrush,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,Glucometer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,HeatingPad,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,Massager,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,Nebulizer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,Pedometer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,PulseOximeter,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,SlimmingBelt,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,Stethoscope,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HealthCareAppliance,HealthCareAppliance,WeighingScale,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,HomeAppliance,AirPurifier,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,HomeAppliance,Dryer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,HomeAppliance,RoomHeater,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,HomeAppliance,SewingMachine,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,HomeAppliance,WalkieTalkie,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,HomeAppliance,WaterGysers,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,BoomBox,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,FMRadio,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,HiFiSystem,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,HomeAudio,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,HomeAudioDockingStation,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,HomeAudioSpeaker,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,KaraokePlayer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,LaptopSpeaker,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,MobileDock,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,MobileDockingStation,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,MobileSpeaker,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,MP3PlayerIpodSpeaker,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,TabletSpeaker,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,TurnTable,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,HomeAudio,VoiceRecorder,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,IT,IT,IT,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,LandlinePhone,CordlessLandlinePhone,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,LandlinePhone,LandlinePhone,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,Laptop,Laptop,Laptop,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,BlankMedia,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,ComputerLaptopBag,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,CoolingPadStand,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,ExternalDVDWriter,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,HardDriveEnclosure,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopAccessoryCleaningKit,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopAccessoryTVTuner,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopAdapter,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopBattery,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopCleaningKit,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopKeyboard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,LaptopScreenGuard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,Mouse,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,ReplacementScreen,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,Webcam,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerAccessory,LaptopAccessory,WorldWideLaptopAdaptor,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Mobile,Mobile,Mobile,Mobile,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessory,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessoryCardReader,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileAccessoryCombo,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileCleaningKit,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileReplacementScreen,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileSlingBox,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,MobileWalkieTalkie,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,PhoneCharm,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,SignalBooster,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileAccessory,WorldwideMobileAdaptor,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileCharging,MobileBattery,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileCharging,MobileChargingMobileCharger,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileCharging,PowerBank,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileProtection,MobileProtectionMobileCaseCover,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileProtection,MobileProtectionMobileScreenGaurd,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,MobileProtection,MobileSkin,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Mobile,Mobile,MobileSoftware,MobileSecuritySoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,Storage,MobileStorage,MobileMemoryCard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,Storage,MobileStorage,MobileStoragePendrive,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,MP3Player,Ipod,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,MP3Player,MP3Player,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,MP3Player,MP4VideoMP3Player,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,AccessPoint,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,DataCard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,Dongle,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,InternalModem,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,NetworkInterfaceCard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,Router,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,Switch,Crowdsourced,Regular Description,2015-01-01,50
Electronics,IT,NetworkingAndCable,NetworkingAndCable,WirelessUSBAdapter,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,AudioHeadset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,BluetoothHeadset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,EntertainmentHeadphone,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,LaptopHeadphone,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,LaptopHeadset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,MobileHeadphone,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,MobileHeadset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,PersonalAudio,WiredHeadset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,Epilator,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairCurler,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairDryer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairStraightner,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,HairStyler,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,MenShaver,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,MenTrimmer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,Shaver,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,Trimmer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,WomenHairCurler,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,WomenHairDryer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,WomenHairStraightener,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,WomenHairStyler,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,PersonalCareAppliance,PersonalCare,WomenTrimmer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Service,ValueAddedService,ScratchCard,ScratchCard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Service,Service,Service,Service,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,SmallAppliance,SmallAppliance,SmallAppliance,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,ComputerBasedTrainingSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,EducationalMedia,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,GraphicDesignSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,HoroscopeSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,LanguageLearningSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,MultimediaSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,OfficeTools,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,OperatingSystem,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,ReferenceSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,SecuritySoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,Software,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,TravelSoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,ComputerSoftware,Software,UtilitySoftware,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,SolarLight,SolarLight,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Tablet,Tablet,Tablet,Tablet,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Tablet,Tablet,Tablet,TabletWithCallFacility,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Tablet,Tablet,Tablet,TabletWithoutCallFacility,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,ComputerTabletKeyboard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,Headphone,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,Headset,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,MobileTabletKeyboard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,TabletAccessory,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,TabletAccessoryMemoryCard,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,TabletAccessory,TabletCaseCover,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,TVVideoSmall,RemoteControl,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,TVVideoSmall,SelectorBox,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,TVVideoSmall,VideoGlasses,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,TVVideoSmall,VideoPlayer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CE,EntertainmentSmall,TVVideoSmall,VoltageStabilizer,Crowdsourced,Regular Description,2015-01-01,50
Electronics,Service,ValueAddedService,ValueAddedService,ValueAddedService,Crowdsourced,Regular Description,2015-01-01,50
Electronics,CCCAcc,MobileAccessory,WearableSmartDevice,Smartwatch,Crowdsourced,Regular Description,2015-01-01,50
Electronics,SmallAppliance,HomeApplianceSmall,AirCooler,AirCooler,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,BeverageWarmer,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,CoffeeMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,Dehydrator,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,DishWasher,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,ElectricCoffeePerColator,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,ElectricCooker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,ElectricDeepFryer,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,ElectricKettle,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,EmergencyLight,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,Fan,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,FoodMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,FoodProcessor,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,GeyserWaterHeater,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,HandBlender,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,HotPot,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,ImmersionRod,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,InductionCooktop,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,Iron,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,JuicerMixerGrinder,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,KitchenAppliance,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,MilkFrother,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,PizzelleMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,PopcornMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,PopUpToaster,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,RotiMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,SandwichMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,VacuumCleaner,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,WaffleMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,WaterFilter,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,WaterPurifier,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,SmallAppliance,HomeApplianceSmall,ApplianceSmall,YogurtMaker,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,EntertainmentSmall,AudioAccessory,AudioCaseCover,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,EntertainmentSmall,AudioAccessory,Microphone,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,EntertainmentSmall,AudioAccessory,MicrophoneAccessory,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,EntertainmentSmall,AudioMP3Player,AudioMP3Player,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,MobileAccessory,Cable,AudioCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,MobileAccessory,Cable,MobileCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,MobileAccessory,Cable,MobileTabletCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,MobileAccessory,Cable,NetworkingCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,MobileAccessory,Cable,TabletCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,MobileAccessory,Cable,TVCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,Camera,Camera,Camera,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Binoculars,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraAccessory,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraBag,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraBattery,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraBatteryCharger,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraBatteryGrip,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraMonopod,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraMount,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraRemoteControl,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,CameraTripod,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,DataAndUsbCable,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,DigitalPhotoFrame,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,ExtensionTube,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Filter,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Flash,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Lens,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,LensCap,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,LensCleaner,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,LensHood,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,MemoryCardTravelCase,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,SoftLensCase,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Strap,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Teleconverter,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,Telescope,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CE,CameraAccessory,CameraAccessory,TripodBallHead,Crowdsourced,Rich Product Description,2015-01-01,0
Electronics,CCCAcc,Storage,CameraStorage,CameraStorageMemoryCard,Crowdsourced,Rich Product Description,2015-01-01,0
